Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,91,2018-02-11 07:18:00,2018-02-08 07:18:00,0,0,Доступ открыт,0,2018-02-08 14:25,2018-02-16 06:46:00,0,0,11,75,191.46666666666667,72.0,0,495,621
"Формирование, уплотнение денежной обрези в специализированном контейнере",Сервис73,0,1,49,2018-02-11 07:18:00,2018-02-08 07:18:00,0,0,"Выполнено формирование, уплотнение денежной обрези в специализированном контейнере",0,2018-02-08 14:51,2018-02-08 14:53:00,0,0,24,74,7.583333333333333,72.0,0,1115,353
Заявка на предоставление ЛД к ресурсам ИТС,АРМ,0,1,121,2018-02-14 08:34:00,2018-02-08 07:19:00,0,0,Работы по обращению выполнены,0,2018-02-09 07:01,2018-02-09 07:23:00,0,0,1,142,24.066666666666666,145.25,0,365,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-11 07:20:00,2018-02-08 07:20:00,0,0,Заявка загружена в Система22,0,2018-02-09 04:07,2018-02-16 07:55:00,3,0,17,62,192.58333333333334,72.0,0,374,792
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 07:21:00,2018-02-08 07:21:00,0,0,Работы по обращению выполнены,0,2018-02-08 08:33,2018-02-15 09:52:00,2,1,14,31,170.51666666666668,72.0,2,514,1167
(16.12.2022)Система26,Сервис26,1,1,218,2018-02-11 07:23:00,2018-02-08 07:23:00,0,0,Добрый день. Права предоставлены согласно заявке.,0,2018-02-10 14:33,2018-02-10 15:46:00,1,1,23,47,56.38333333333333,72.0,1,66,500
Письмо Random927Заявка,АРМ,0,1,41,2018-03-25 20:36:00,2018-02-08 07:23:00,0,0,Выполнено согласно заявке,0,2018-03-15 15:12,2018-03-23 07:32:00,0,0,1,59,1032.15,1093.2166666666667,0,721,346
Ремонт жалюзи на окне (требуется лестница).,Сервис73,0,1,102,2018-02-11 07:23:00,2018-02-08 07:23:00,0,0,Выполнено,0,2018-02-08 12:22,2018-02-08 15:21:00,0,0,24,36,7.966666666666667,72.0,0,932,313
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-09 07:23:00,2018-02-08 07:23:00,0,0,Выполнено,0,2018-02-08 07:44,2018-02-15 09:05:00,3,0,17,102,169.7,24.0,0,510,313
Сломан дозатор жидкого мыла,Сервис42,0,1,280,2018-02-11 07:23:00,2018-02-08 07:23:00,0,0,Исполнено. Неисправность устранена,0,2018-02-08 11:24,2018-02-15 12:41:00,0,0,28,42,173.3,72.0,0,1060,839
Сервисы SNS#1 - Расширенные сервисы,Сервис2,0,1,33,2018-02-11 07:24:00,2018-02-08 07:24:00,0,0,Доступ к портам ввода-вывода информации и устройствам предоставлен,0,2018-02-08 11:36,2018-02-08 12:27:00,0,0,11,32,5.05,72.0,0,1035,580
разблокировать учетную запись,Сервис62,0,1,415,2018-02-11 07:24:00,2018-02-08 07:24:00,0,0,Пользователь разблокирован в Система62,0,2018-02-09 13:36,2018-02-16 15:05:00,0,0,2,63,199.68333333333334,72.0,0,1230,1050
Сломаны жалюзи,Сервис73,0,1,280,2018-02-11 07:24:00,2018-02-08 07:24:00,0,0,Исполнено. Неисправность устранена,0,2018-02-08 10:06,2018-02-15 11:22:00,0,0,24,42,171.96666666666667,72.0,0,1061,839
"Заявка № ***********, *******************",АРМ,0,1,26,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 08:26,2018-02-16 09:47:00,0,0,1,24,194.36666666666667,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",АРМ,0,1,160,2018-02-15 02:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-11 10:49,2018-02-18 12:04:00,0,0,1,20,244.65,163.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис158,0,1,160,2018-02-11 07:24:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-11 05:36,2018-02-18 12:04:00,0,0,22,30,244.65,71.98333333333333,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,26,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 08:24,2018-02-16 09:41:00,0,0,1,24,194.26666666666668,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис158,0,1,160,2018-02-11 07:22:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-08 07:48,2018-02-15 09:05:00,0,0,22,20,169.66666666666666,71.95,0,458,626
"Заявка № ***********, *******************",Сервис158,0,1,160,2018-02-11 07:21:00,2018-02-08 07:25:00,0,0, Доступ предоставлен,0,2018-02-11 05:35,2018-02-18 11:58:00,0,0,22,30,244.55,71.93333333333334,0,458,14
"Заявка № ***********, *******************",АРМ,0,1,26,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 08:17,2018-02-16 09:34:00,0,0,1,24,194.15,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис158,0,1,160,2018-02-11 07:24:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-08 08:00,2018-02-15 09:22:00,0,0,22,20,169.95,71.98333333333333,0,458,626
"Заявка № ***********, *******************",Сервис90,1,1,234,2018-02-24 02:36:00,2018-02-08 07:25:00,0,0,Выполнено успешно,0,2018-02-15 04:09,2018-02-22 07:52:00,1,0,32,20,336.45,379.18333333333334,0,458,352
"Заявка № ***********, *******************",Сервис158,0,1,160,2018-02-11 07:21:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-11 05:36,2018-02-18 11:58:00,0,0,22,20,244.55,71.93333333333334,0,458,626
"Заявка № ***********, *******************",Сервис90,1,1,234,2018-02-10 07:24:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 09:57,2018-02-16 11:17:00,1,0,32,30,195.86666666666667,47.983333333333334,0,458,1167
"Заявка № ***********, *******************",АРМ,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 00:57,2018-02-17 07:51:00,0,0,2,2,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,237,2018-02-10 07:24:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 03:15,2018-02-16 07:55:00,0,0,1,19,192.5,47.983333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис205,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 04:47,2018-02-17 07:51:00,0,0,8,8,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис58,1,1,270,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Заявка выполнена,0,2018-02-08 08:06,2018-02-15 09:33:00,1,0,4,15,170.13333333333333,71.96666666666667,0,458,779
"Заявка № ***********, *******************",Сервис21,1,1,270,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Заявка выполнена,0,2018-02-08 07:33,2018-02-15 09:33:00,1,0,3,15,170.13333333333333,71.96666666666667,0,458,779
"Заявка № ***********, *******************",АРМ,0,1,16,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-10 01:15,2018-02-17 07:51:00,0,0,1,15,216.43333333333334,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",АРМ,0,1,2,2018-02-16 08:39:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-09 03:04,2018-02-16 07:55:00,0,0,1,8,192.5,193.23333333333332,0,458,1167
"Заявка № ***********, *******************",Сервис31,0,1,16,2018-02-10 07:21:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:35,2018-02-15 10:56:00,0,0,82,15,171.51666666666668,47.93333333333333,0,458,1167
"Заявка № ***********, *******************",Сервис205,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 03:47,2018-02-17 07:51:00,0,0,8,2,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,2,2018-02-14 08:37:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:24,2018-02-15 10:43:00,0,0,1,2,171.3,145.2,0,458,1167
"Заявка № ***********, *******************",Сервис26,1,1,167,2018-02-16 08:38:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-16 02:30,2018-02-23 07:55:00,1,0,23,17,360.5,193.21666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис26,1,1,167,2018-02-16 08:38:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-16 02:32,2018-02-23 07:55:00,1,0,23,165,360.5,193.21666666666667,0,458,1167
"Заявка № ***********, *******************",АРМ,0,1,18,2018-02-11 07:21:00,2018-02-08 07:25:00,0,0,Выполнено,0,2018-02-08 08:26,2018-02-15 09:52:00,0,0,1,11,170.45,71.93333333333334,0,458,313
"Заявка № ***********, *******************",АРМ,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 02:48,2018-02-17 07:51:00,0,0,2,8,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 03:47,2018-02-17 07:51:00,0,0,1,8,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,237,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 10:20,2018-02-15 11:40:00,0,0,1,19,172.25,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис154,0,1,2,2018-02-14 08:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:02,2018-02-15 10:18:00,3,0,12,2,170.88333333333333,145.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 08:41,2018-02-17 09:57:00,3,0,12,2,218.53333333333333,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис7,1,1,10,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Заявка выполнена,0,2018-02-10 09:36,2018-02-17 11:46:00,1,0,0,9,220.35,71.96666666666667,0,458,779
"Заявка № ***********, *******************",Сервис31,0,1,160,2018-02-18 02:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-16 10:06,2018-02-23 11:22:00,0,0,82,20,363.95,235.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 08:14,2018-02-17 09:35:00,3,0,12,2,218.16666666666666,71.96666666666667,0,458,626
"Заявка № ***********, *******************",АРМ,0,1,160,2018-02-18 02:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-15 08:14,2018-02-22 09:32:00,0,0,1,20,338.1166666666667,235.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 08:49,2018-02-17 10:04:00,3,0,12,2,218.65,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис7,1,1,10,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-09 01:53,2018-02-16 07:55:00,1,0,0,9,192.5,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис31,0,1,16,2018-02-10 07:23:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:48,2018-02-15 11:09:00,0,0,82,15,171.73333333333332,47.96666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис26,1,1,29,2018-02-16 08:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-10 02:11,2018-02-17 07:51:00,1,0,23,255,216.43333333333334,193.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 03:48,2018-02-17 07:51:00,3,0,12,8,216.43333333333334,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 08:20,2018-02-17 09:42:00,3,0,12,2,218.28333333333333,71.96666666666667,0,458,626
"Заявка № ***********, *******************",Сервис154,0,1,2,2018-02-14 08:36:00,2018-02-08 07:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:04,2018-02-15 10:24:00,3,0,12,2,170.98333333333332,145.18333333333334,0,458,1167
"Заявка № ***********, *******************",Сервис7,1,1,10,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Заявка выполнена,0,2018-02-10 09:36,2018-02-17 11:39:00,1,0,0,9,220.23333333333332,71.96666666666667,0,458,779
"Заявка № ***********, *******************",Сервис154,0,1,3,2018-02-11 07:23:00,2018-02-08 07:25:00,0,0,Доступ предоставлен,0,2018-02-10 08:54,2018-02-17 10:10:00,3,0,12,8,218.75,71.96666666666667,0,458,626
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 07:25:00,2018-02-08 07:25:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-02-09 09:14,2018-02-10 02:18:00,2,0,14,161,42.88333333333333,72.0,0,514,466
Письмо Random3646Заявка,АРМ,0,1,41,2018-02-11 07:29:00,2018-02-08 07:29:00,0,0,Исполнено.,0,2018-02-08 14:56,2018-02-16 07:17:00,0,0,1,59,191.8,72.0,0,642,830
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-11 07:30:00,2018-02-08 07:30:00,0,0,Сертификат-файл зарегистрирован,0,2018-02-09 08:41,2018-02-09 09:13:00,1,0,6,27,25.716666666666665,72.0,0,330,1231
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-10 07:31:00,2018-02-08 07:31:00,0,0,Работы по обращению выполнены,0,2018-02-09 01:30,2018-02-16 07:55:00,1,0,6,87,192.4,48.0,0,374,1167
Копировально-множительные работы,Сервис25,0,1,1,2018-02-11 07:33:00,2018-02-08 07:33:00,0,0,Копировально-множительные работы выполнены,0,2018-02-10 23:16,2018-02-11 00:26:00,0,0,18,1,64.88333333333334,72.0,0,496,882
Сервисы SNS#1 - Расширенные сервисы,Сервис2,0,1,33,2018-02-11 07:33:00,2018-02-08 07:33:00,0,0,Доступ к портам ввода-вывода информации и устройствам предоставлен,0,2018-02-09 04:36,2018-02-16 07:55:00,0,0,11,32,192.36666666666667,72.0,0,1035,580
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-11 08:36:00,2018-02-08 07:35:00,0,0,Работы по обращению выполнены,0,2018-02-10 00:51,2018-02-17 07:51:00,3,0,15,65,216.26666666666668,73.01666666666667,0,374,1167
Разблокировка учётной записи,Сервис7,1,1,105,2018-02-11 07:36:00,2018-02-08 07:36:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-08 08:21,2018-02-15 09:40:00,1,1,0,55,170.06666666666666,72.0,1,858,16
Система11: ошибка при создании запроса,Сервис11,0,1,81,2018-02-11 07:37:00,2018-02-08 07:37:00,0,0,Запрос создан,0,2018-02-08 13:59,2018-02-15 15:19:00,0,0,19,5,175.7,72.0,0,1037,762
Резервное копирование c очисткой БД на МБ Система1,Сервис1,0,1,29,2018-02-11 07:39:00,2018-02-08 07:39:00,0,0,Резервное копирование выполнено,0,2018-02-08 08:36,2018-02-15 10:49:00,0,0,155,121,171.16666666666666,72.0,0,901,1182
Проблемы со входом в Система22,Сервис22,0,1,20,2018-02-08 15:39:00,2018-02-08 07:39:00,1,0,"Инициатору направлена информация о том, что права были отозваны в результате кадрового перемещения. 

Закрытие запроса согласовано.",2,2018-02-08 11:29,2018-02-15 12:47:00,3,1,17,231,173.13333333333333,8.0,3,778,819
Сервисы SNS#1 - Расширенные сервисы,Сервис2,0,1,70,2018-02-15 08:36:00,2018-02-08 07:40:00,0,0,Работы по обращению выполнены,0,2018-02-09 10:48,2018-02-09 10:50:00,0,1,11,37,27.166666666666668,168.93333333333334,0,1035,1167
Запрос,АРМ,0,1,70,2018-03-08 08:21:00,2018-02-08 07:40:00,0,0,Работы по обращению выполнены.,0,2018-02-11 12:24,2018-02-18 13:43:00,0,1,1,76,246.05,672.6833333333333,0,332,1168
Предоставление техники для БРМ,АРМ,0,1,70,2018-02-16 14:36:00,2018-02-08 07:40:00,0,0,Работы по обращению выполнены,0,2018-02-16 06:55,2018-02-16 07:28:00,0,0,1,108,191.8,198.93333333333334,0,766,1167
Запрос,Сервис78,1,1,70,2018-02-24 07:06:00,2018-02-08 07:42:00,0,0,Работы по обращению выполнены.,0,2018-02-11 05:48,2018-02-18 07:55:00,1,1,158,76,240.21666666666667,383.4,1,332,1168
Система26,Сервис26,1,1,44,2018-02-11 07:43:00,2018-02-08 07:43:00,0,0,Добрый день. Номер скорректирован.,0,2018-02-08 07:50,2018-02-08 10:02:00,1,1,23,63,2.316666666666667,72.0,1,1045,497
Система26,Сервис26,1,1,44,2018-02-11 07:45:00,2018-02-08 07:45:00,0,0,"Добрый день, рег. данные изменены",0,2018-02-08 08:20,2018-02-08 10:00:00,1,1,23,63,2.25,72.0,1,1045,488
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-11 07:46:00,2018-02-08 07:46:00,0,0,Выполнено.,0,2018-02-08 12:18,2018-02-15 13:34:00,3,0,17,36,173.8,72.0,0,374,365
Система26,Сервис26,1,1,44,2018-02-11 07:50:00,2018-02-08 07:50:00,0,0,Добрый день. Номер скорректирован.,0,2018-02-08 08:02,2018-02-08 10:01:00,1,1,23,63,2.183333333333333,72.0,1,1045,497
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-11 07:50:00,2018-02-08 07:50:00,0,0,Выполнено.,0,2018-02-08 08:14,2018-02-15 09:33:00,3,0,17,35,169.71666666666667,72.0,0,510,365
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-11 07:51:00,2018-02-08 07:51:00,0,0,Сертификат-файл зарегистрирован,0,2018-02-08 12:10,2018-02-15 13:27:00,1,0,6,60,173.6,72.0,0,330,1231
Система20,Сервис20,0,1,23,2018-02-14 16:36:00,2018-02-08 07:52:00,1,0,Отправлены в Система500 БР,2,2018-02-11 10:13,2018-02-21 07:51:00,3,1,44,21,311.98333333333335,152.73333333333332,3,1038,955
Элект. документооборотПоиск документов,Сервис22,0,1,178,2018-02-11 07:53:00,2018-02-08 07:53:00,0,0,Документы перемещены,0,2018-02-08 12:36,2018-02-15 14:35:00,3,0,17,90,174.7,72.0,0,1174,550
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-14 09:09:00,2018-02-08 07:54:00,0,0,Работы по обращению выполнены,0,2018-02-10 00:51,2018-02-17 07:51:00,3,0,15,62,215.95,145.25,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-11 07:56:00,2018-02-08 07:56:00,0,0,Файл разделителя загружен,0,2018-02-10 09:42,2018-02-10 22:57:00,3,0,17,0,63.016666666666666,72.0,0,374,1369
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-10 07:57:00,2018-02-08 07:57:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:09,2018-02-08 14:27:00,0,0,10,241,6.5,48.0,0,374,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис71,0,1,8,2018-02-10 07:58:00,2018-02-08 07:58:00,0,0,Работы по обращению выполнены,0,2018-02-08 09:13,2018-02-15 10:30:00,0,0,10,87,170.53333333333333,48.0,0,374,1167
По обращению ************** произошел сбой регистрации,Сервис11,0,1,20,2018-02-11 04:58:00,2018-02-08 07:58:00,0,1,"По заявке *********** создан инцидент №******************
Причина - некорректный статус инициатора в Система11",1,2018-02-08 08:07,2018-02-15 09:28:00,0,1,19,72,169.5,69.0,0,737,1002
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-11 08:47:00,2018-02-08 07:59:00,0,0,Работы по обращению выполнены,0,2018-02-10 15:32,2018-02-18 07:49:00,3,0,15,263,239.83333333333334,72.8,0,374,1167
Создание новой учетной записи,АРМ,0,1,301,2018-02-11 08:00:00,2018-02-08 08:00:00,0,0,"Доступ тестовой версии ИМА ""*************************"" предоставлен. Роль: ********.
Доступ осуществляется по ссылке: *****************",0,2018-02-09 00:05,2018-02-16 07:55:00,0,1,1,219,191.91666666666666,72.0,0,1068,665
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,1,1,8,2018-02-10 08:00:00,2018-02-08 08:00:00,0,0,Работы по обращению выполнены,0,2018-02-08 11:20,2018-02-15 12:35:00,1,0,6,39,172.58333333333334,48.0,0,374,1167
Разблокировать УЗ NE_BOSS\******,Сервис7,1,1,0,2018-02-11 08:01:00,2018-02-08 08:01:00,0,0,"Разблокирована УЗ NE_BOSS\**********. Пользователь ***************** идентифицирован, тел. Успешный вход выполнен.",0,2018-02-08 08:01,2018-02-15 09:22:00,1,1,0,59,169.35,72.0,1,810,1171
Требуется обозначить бирками запорную арматуру,Сервис72,0,1,32,2018-02-25 15:36:00,2018-02-08 08:02:00,0,0,Бирки развешаны на запорной арматуре.,0,2018-02-25 05:42,2018-02-25 05:44:00,0,0,41,32,405.7,415.56666666666666,0,1087,65
Сервисы SNS#1 - Расширенные сервисы,Сервис2,0,1,70,2018-02-10 12:04:00,2018-02-08 08:05:00,0,0,Работы по обращению выполнены,0,2018-02-10 07:05,2018-02-17 08:24:00,0,1,11,39,216.31666666666666,51.983333333333334,0,1035,1167
Разблокировка учетной записи пользователя в Система7 (домен DOMEN7),Сервис7,1,1,0,2018-02-11 08:06:00,2018-02-08 08:06:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-08 08:06,2018-02-08 08:15:00,1,1,0,86,0.15,72.0,1,856,16
Шредер Officeне включается на уничтожение бумаги.,АРМ,0,1,53,2018-02-10 14:06:00,2018-02-08 08:06:00,1,1,Восстановление работоспособности ТС,0,2018-02-08 15:31,2018-02-08 15:33:00,0,1,1,72,7.45,54.0,0,1156,128
Система41,Сервис39,0,1,27,2018-02-11 08:16:00,2018-02-08 08:07:00,0,0,Клиент проинформирован по эл. почте,0,2018-02-09 11:06,2018-02-16 12:23:00,0,1,30,25,196.26666666666668,72.15,0,1047,853
"Заявка № ***********, *******************",АРМ,0,1,160,2018-02-15 02:36:00,2018-02-08 08:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 10:59,2018-02-18 12:16:00,0,0,1,20,244.13333333333333,162.46666666666667,0,458,1167
"Заявка № ***********, *******************",Сервис31,0,1,160,2018-02-14 02:36:00,2018-02-08 08:08:00,0,0,Работы по обращению выполнены,0,2018-02-11 11:05,2018-02-18 12:22:00,0,0,82,20,244.23333333333332,138.46666666666667,0,458,1167
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис18,0,1,8,2018-02-11 08:09:00,2018-02-08 08:09:00,0,0,Работы по обращению выполнены,0,2018-02-08 10:33,2018-02-09 02:03:00,2,0,14,19,17.9,72.0,0,374,1167
Заявка на предоставление логического доступа,Сервис31,0,1,194,2018-02-11 08:11:00,2018-02-08 08:11:00,0,0,заявка исполнена,0,2018-02-09 11:33,2018-02-16 12:52:00,0,0,82,66,196.68333333333334,72.0,0,376,1487
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,434,2018-02-11 08:12:00,2018-02-08 08:12:00,0,0,Успешно,0,2018-02-10 02:20,2018-02-10 02:45:00,0,0,11,0,42.55,72.0,0,495,1312
Ремонт кресла,Сервис73,0,1,100,2018-02-11 08:15:00,2018-02-08 08:15:00,0,0,выполнено,0,2018-02-08 14:26,2018-02-16 06:46:00,0,0,24,76,190.51666666666668,72.0,0,959,1441
При подключении к Система336 с мобильного устройства чере...,Сервис126,0,1,109,2018-02-10 14:16:00,2018-02-08 08:16:00,0,1,перезагрузка аппарата,1,2018-02-08 10:37,2018-02-15 11:53:00,0,1,159,5,171.61666666666667,54.0,0,771,1506
Разблокировать УЗ NE_BOSS\******,Сервис7,1,1,0,2018-02-11 08:17:00,2018-02-08 08:17:00,0,0,"Разблокирована УЗ NE_BOSS\**********. Пользователь ***************** идентифицирован, тел. Успешный вход выполнен.",0,2018-02-08 08:17,2018-02-15 09:33:00,1,1,0,137,169.26666666666668,72.0,1,810,1171
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-11 08:19:00,2018-02-08 08:19:00,0,0,Сертификат-файл зарегистрирован,0,2018-02-08 13:46,2018-02-15 15:04:00,1,0,6,2,174.75,72.0,0,330,1231
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис131,0,1,70,2018-02-18 09:34:00,2018-02-08 08:19:00,0,0,Работы по обращению выполнены,0,2018-02-15 15:22,2018-02-23 07:38:00,2,0,60,27,359.31666666666666,241.25,0,374,1167
Транспортный шлюз,Сервис61,1,1,435,2018-02-11 08:20:00,2018-02-08 08:20:00,0,0,Консультация оказана по телефону.,0,2018-02-08 09:04,2018-02-15 11:22:00,1,1,33,25,171.03333333333333,72.0,1,1086,859
Заявка на предоставление логического доступа к сетевому ресурсу,АРМ,0,1,194,2018-02-11 08:21:00,2018-02-08 08:21:00,0,0,заявка исполнена,0,2018-02-09 12:55,2018-02-16 14:12:00,0,0,1,66,197.85,72.0,0,386,1487
<Бот-наблюдения> Система11. Ухудшение статуса сервиса.  ,Сервис11,0,1,20,2018-02-11 08:21:00,2018-02-08 08:21:00,0,0,"Временная нагрузка.
Сервис функционирует штатно
События закрыты автоматически",0,2018-02-08 10:41,2018-02-15 11:59:00,0,1,19,5,171.63333333333333,72.0,0,225,132
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-11 08:23:00,2018-02-08 08:23:00,0,0,Выполнено.,0,2018-02-09 12:53,2018-02-09 14:22:00,1,0,6,65,29.983333333333334,72.0,0,330,365
Заявка на установку нового ТС,АРМ,0,1,48,2018-02-11 08:25:00,2018-02-08 08:25:00,0,0,Работы по обращению выполнены,0,2018-02-08 14:32,2018-02-16 06:52:00,0,1,1,70,190.45,72.0,0,445,1167
